Details,Product,Odometer,Distance,Unit,MPG,ID,Litres
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,43276.0,Miles,366.02,2613,537.5
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,3868.0,Miles,17.66,2614,995.5
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,1447.0,Miles,18.33,2615,358.79
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,5160.0,Miles,18.74,2616,1251.66
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,5815.0,Miles,18.09,2617,1460.97
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,5280.0,Miles,21.41,2618,1121.39
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,4355.0,Miles,18.63,2619,1062.44
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,2117.0,Miles,14.01,2620,687.02
Vauxhall MOVANO L3H1 CC Tip 3.5t CC Tipper,Diesel,,3406.0,Miles,19.02,2621,814.1
Vauxhall Movano 3.5t Crewcab Tipper,Diesel,,3030.0,Miles,17.42,2624,790.56
Vauxall Movano 3.5T Crewcab Tipper,Diesel,,1375.0,Miles,14.44,2625,432.8
Ford Transit  3.5T Crewcab Tipper,Diesel,,2050.0,Miles,21.73,2626,428.85
Ford Transit  3.5T Crewcab Tipper,Diesel,,730.0,Miles,19.38,2627,171.21
Ford  Transit 3.5t Crewcab Tipper,Diesel,,2315.0,Miles,21.01,2628,500.94
Peugeot Boxer CCab Tipper 3.5t CC Tipper,Diesel,,1202.0,Miles,17.07,2629,320.12
Peugeot Boxer CCab Tipper 3.5t CC Tipper,Diesel,,1327.0,Miles,18.07,2630,333.85
Ford Ford Transit T470 Tipper 3.5t - 7.5t,Diesel,,1624.0,Miles,20.28,2631,364.13
Ford Ford Transit T470 Tipper 3.5t - 7.5t,Diesel,,2465.0,Miles,17.64,2632,635.31
Ford Ford Transit T470 Tipper 3.5t - 7.5t,Diesel,,1412.0,Miles,18.28,2633,351.15
Iveco Daily 50C15 Hyd Plat Hyd Access Platform,Diesel,,6997.0,Miles,18.47,2634,1722.35
Ford Cargo 75E Tipper Tipper 7.5t,Diesel,,4406.0,Miles,19.01,2635,1053.7
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,2154.0,Miles,16.77,2636,583.96
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,6308.0,Miles,27.87,2637,1028.93
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,5220.0,Miles,12.8,2638,1854.46
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,6895.0,Miles,22.73,2639,1379.28
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,1657.0,Miles,15.85,2640,475.38
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,1758.0,Miles,14.27,2641,560.22
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,4534.0,Kilometres,14.2,2642,902.27
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,3610.0,Miles,26.73,2643,614.02
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,4313.0,Miles,15.41,2644,1272.19
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,3239.0,Miles,16.44,2645,895.87
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,4232.0,Miles,13.55,2646,1419.72
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,6757.0,Miles,15.78,2647,1946.16
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,6927.0,Miles,15.14,2648,2080.0
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,5355.0,Miles,15.15,2649,1606.95
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,1405.0,Miles,16.98,2650,376.09
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,216.0,Miles,21.42,2651,45.85
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,5390.0,Miles,15.32,2652,1599.76
Fuso Canter 7C15 HEV Tipper 7.5t,Diesel,,6273.0,Miles,14.41,2653,1978.98
Mercedes Arocs 2635K Tipper over 7.5t,Diesel,,1323.0,Miles,5.16,2656,1166.48
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,5603.0,Miles,11.88,2657,2144.65
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,5013.0,Miles,11.0,2658,2071.31
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,2719.0,Miles,10.59,2659,1167.02
Dennis Eagle Elite 3 Axle Bin,Diesel,,2480.0,Kilometres,3.74,2660,1872.9
Dennis Eagle Elite 3 Axle Bin,Diesel,,2393.0,Kilometres,4.23,2661,1599.08
Mercedes Econic 3 Axle Bin,Diesel,,4552.0,Kilometres,2.39,2662,5372.39
Mercedes Econic 3 Axle Bin,Diesel,,3757.0,Kilometres,2.32,2663,4572.39
Mercedes Econic 3 Axle Bin,Diesel,,4324.0,Kilometres,2.07,2664,5891.83
Mercedes Econic 3 Axle Bin,Diesel,,4287.0,Kilometres,2.72,2665,4453.56
Mercedes Econic 3 Axle Bin,Diesel,,5231.0,Kilometres,2.29,2666,6447.8
Mercedes Econic 3 Axle Bin,Diesel,,5957.0,Kilometres,3.34,2667,5039.69
Mercedes Econic 3 Axle Bin,Diesel,,4814.0,Kilometres,2.28,2668,5953.89
Mercedes Econic 3 Axle Bin,Diesel,,8325.0,Kilometres,3.68,2669,6393.48
Mercedes Econic 2 Axle Bin,Diesel,,59229.0,Kilometres,40.18,2670,4160.93
Daf LF220 2 Axle Bin,Diesel,,771.0,Kilometres,5.43,2671,400.8
Daf LF220 2 Axle Bin,Diesel,,2905.0,Kilometres,6.13,2672,1337.81
Mercedes Econic 4 Axle Bin,Diesel,,3755.0,Kilometres,1.99,2673,5324.98
Mercedes Econic 4 Axle Bin,Diesel,,5745.0,Kilometres,2.0,2674,8111.1
Mercedes Econic 4 Axle Bin,Diesel,,3386.0,Kilometres,1.55,2675,6190.7
Mercedes Econic 3 Axle Bin,Diesel,,4640.0,Kilometres,2.13,2676,6165.31
Mercedes Econic 3 Axle Bin,Diesel,,2125.0,Kilometres,2.44,2677,2456.71
Mercedes Econic 3 Axle Bin,Diesel,,5977.0,Kilometres,3.96,2678,4258.51
Mercedes Econic 3 Axle Bin,Diesel,,5783.0,Kilometres,3.81,2679,4285.9
Mercedes Econic 3 Axle Bin,Diesel,,3068.0,Kilometres,2.03,2680,4263.63
Mercedes Econic 3 Axle Bin,Diesel,,4616.0,Kilometres,2.37,2681,5508.25
Mercedes Econic 3 Axle Bin,Diesel,,8912.0,Kilometres,3.47,2682,7257.3
Mercedes Econic 3 Axle Bin,Diesel,,3718.0,Kilometres,2.15,2683,4883.83
Mercedes Econic 3 Axle Bin,Diesel,,5691.0,Kilometres,2.23,2684,7195.69
Mercedes Econic 3 Axle Bin,Diesel,,7236.0,Kilometres,2.26,2685,9038.31
Mercedes Econic 3 Axle Bin,Diesel,,6956.0,Kilometres,2.34,2686,8395.66
Dennis Elite 3 Axle Bin,Diesel,,7375.0,Kilometres,4.02,2687,5184.07
Dennis Elite 3 Axle Bin,Diesel,,14343.0,Kilometres,12.34,2688,3284.57
Dennis Elite 3 Axle Bin,Diesel,,6170.0,Kilometres,3.94,2689,4419.13
Dennis Dennis Mun RCV 3 Axle Bin,Diesel,,7470.0,Miles,7.01,2690,4846.95
Dennis Dennis Mun RCV 3 Axle Bin,Diesel,,10449.0,Miles,6.76,2691,7032.02
Dennis Dennis Mun RCV 3 Axle Bin,Diesel,,7177.0,Miles,6.43,2692,5073.81
Mercedes Arocs Hookloader,Diesel,,10629.0,Kilometres,4.93,2693,6092.46
Mercedes Arocs Hookloader,Diesel,,8173.0,Kilometres,5.12,2694,4513.23
Mercedes Arocs Hookloader,Diesel,,8029.0,Kilometres,5.02,2695,4517.69
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,5010.0,Miles,10.66,2696,2136.85
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,3602.0,Miles,11.16,2697,1466.78
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,2594.0,Miles,6.3,2698,1871.11
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,3689.0,Miles,9.98,2699,1680.74
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,6298.0,Miles,11.14,2700,2570.94
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,7501.0,Miles,11.13,2701,3063.87
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,40366.0,Miles,70.54,2702,2601.54
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,5471.0,Miles,11.3,2703,2201.24
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,3451.0,Miles,6.97,2704,2249.47
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,7794.0,Miles,11.31,2705,3133.25
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,3821.0,Miles,7.01,2706,2478.46
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,2973.0,Miles,7.99,2707,1691.75
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,3885.0,Miles,8.23,2708,2144.94
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,6095.0,Miles,7.46,2709,3715.53
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,6121.0,Miles,10.62,2710,2620.47
Daf LF250 18t Tipp/Gritt Tipper 18t Demount,Diesel,,7677.0,Miles,8.01,2711,4358.43
Mercedes Arocs 1824K Tipper 18t Demount,Diesel,,5866.0,Miles,12.93,2712,2061.92
Mercedes Arocs 1824K Tipper 18t Demount,Diesel,,6542.0,Miles,10.61,2713,2801.85
Mercedes Arocs 1824K Tipper 18t Demount,Diesel,,6102.0,Miles,8.65,2714,3208.76
Mercedes Arocs 1824K Tipper 18t Demount,Diesel,,5395.0,Miles,11.05,2715,2220.32
Mercedes Arocs 1824K Tipper 18t Demount,Diesel,,2212.0,Miles,6.01,2716,1671.97
Vauxhall CORSA  CDTI Car,Diesel,,5107.0,Miles,49.87,2717,465.53
Vauxhall Mokka 4x4 Utility Vehicle,Diesel,,5585.0,Miles,35.09,2718,723.6
Nissan Note Car,Diesel,,1511.0,Miles,57.88,2719,118.67
Peugeot car Car,Diesel,,2578.0,Miles,55.32,2720,211.85
Peugeot 308 Car Car,Diesel,,8032.0,Miles,48.59,2721,751.46
Nissan Note Car,Diesel,,0.0,Miles,0.0,2722,0.0
Peugeot Expert Combi 9 seat MPV,Diesel,,11590.0,Miles,36.44,2723,1445.74
Volkswagon Caddy Maxi Welfare,Diesel,,21758.0,Miles,40.78,2724,2425.71
  Caddy Maxi Life Wav,Diesel,,27529.0,Miles,46.67,2725,2681.68
  Caddy Maxi Life Van,Diesel,,8958.0,Miles,41.2,2726,988.33
Volkswagen  Caddy Maxi Life Van,Diesel,,16795.0,Miles,40.11,2727,1903.47
  VW Caddy,Diesel,,21185.0,Miles,45.29,2728,2126.35
  VW Caddy,Diesel,,9771.0,Miles,36.98,2729,1201.09
  VW Caddy,Diesel,,7684.0,Miles,32.73,2730,1067.24
  VW Caddy,Diesel,,6993.0,Miles,32.57,2731,976.06
Volkswagen Caddy 7 seater,Diesel,,13577.0,Miles,37.88,2732,1629.45
Volkswagen Caddy 7 seater,Diesel,,5369.0,Miles,31.79,2733,767.88
Volkswagen Caddy 7 seater,Diesel,,10975.0,Miles,36.44,2734,1369.02
Volkswagen Caddy 7 seater,Diesel,,7708.0,Miles,36.0,2735,973.4
Volkswagen Maxi Life Caddy,Diesel,,17267.0,Miles,34.63,2736,2266.66
Volkswagen Maxi Life Caddy,Diesel,,12631.0,Miles,35.99,2737,1595.29
Volkswagen Maxi Life Caddy,Diesel,,6599.0,Miles,36.38,2738,824.62
Volkswagen Maxi Life Caddy,Diesel,,9477.0,Miles,30.23,2739,1425.06
Volkswagen Maxi Life Caddy,Diesel,,19347.0,Miles,40.35,2740,2179.62
Volkswagen Maxi Life Caddy,Diesel,,4065.0,Miles,26.44,2741,698.82
Volkswagen Caddy 7 seater,Diesel,,14539.0,Miles,35.22,2742,1876.65
Volkswagen Maxi Life Caddy,Diesel,,16952.0,Miles,39.54,2743,1949.16
Volkswagen Maxi Life Caddy,Diesel,,13921.0,Miles,37.09,2744,1706.07
Volkwagon Caddy Life MPV,Diesel,,20968.0,Miles,43.49,2745,2192.07
Volkswagen Maxi Life Caddy,Diesel,,18715.0,Miles,31.94,2746,2663.48
Volkswagon Caddy MPV Van Small,Diesel,,15260.0,Miles,35.8,2747,1937.97
Volkswagen Caddy ,Diesel,,8445.0,Miles,34.43,2748,1115.04
Volkwagon Caddy Life MPV,Diesel,,8323.0,Miles,32.1,2749,1178.85
Volkswagon Caddy life MPV,Diesel,,8524.0,Miles,42.1,2750,920.35
Volkswagon Caddy WAV Van Small,Diesel,,14782.0,Miles,36.77,2751,1827.83
Volkswagon Caddy life MPV,Diesel,,5977.0,Miles,34.65,2752,784.1
Volkswagon Caddy Life MPV,Diesel,,16371.0,Miles,39.25,2753,1895.96
Volkswagon Caddy Life MPV,Diesel,,12504.0,Miles,36.57,2754,1554.53
Volkswagen  Caddy Maxi Life Van,Diesel,,4863.0,Miles,37.82,2755,584.49
  Custom WAV,Diesel,,2539.0,Miles,45.23,2756,255.21
Ford Mondeo car Car,Diesel,,16678.0,Miles,41.88,2757,1810.55
 Focus Ford,Diesel,,0.0,Miles,0.0,2758,0.0
Peugeot  7 Seater,Diesel,,10826.0,Miles,36.18,2759,1360.18
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,,1759.0,Miles,51.39,2760,155.6
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,,5334.0,Miles,45.87,2761,528.67
Vauxhall Corsa Small Van,Diesel,,13909.0,Miles,63.95,2762,988.7
Vauxhall Corsa Small Van,Diesel,,3447.0,Miles,47.31,2763,331.22
Vauxhall Corsa Small Van,Diesel,,741.0,Miles,34.48,2764,97.7
Vauxhall  Corsa Small Van,Diesel,,3880.0,Miles,50.2,2765,351.35
Vauxhall  Corsa Small Van,Diesel,,1959.0,Miles,33.72,2766,264.11
Vauxhall Corsa Small Van,Diesel,,12304.0,Miles,58.75,2767,952.1
Vauxhall Corsa Small Van,Diesel,,3629.0,Miles,51.88,2768,318.02
Vauxhall Corsa Small Van,Diesel,,15701.0,Miles,59.76,2769,1194.45
Vauxhall Corsa Small Van,Diesel,,0.0,Miles,0.0,2770,0.0
Vauxhall Corsa Small Van,Diesel,,3071.0,Miles,45.3,2771,308.2
Vauxhall  Corsa Small Van,Diesel,,7436.0,Miles,50.22,2772,673.1
Vauxhall Corsa Small Van,Diesel,,1261.0,Kilometres,35.0,2773,101.82
Vauxhall Corsa Small Van,Diesel,,5966.0,Miles,54.51,2774,497.55
Vauxhall  Corsa Small Van,Diesel,,1869.0,Miles,49.47,2775,171.75
Vauxhall Corsa Small Van,Diesel,,3901.0,Miles,49.44,2776,358.72
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,13264.0,Miles,20.48,2777,2944.01
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,5908.0,Miles,15.62,2778,1720.0
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,14711.0,Miles,19.81,2779,3376.62
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,12082.0,Miles,17.13,2780,3207.35
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,17259.0,Miles,21.33,2781,3678.83
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,16437.0,Miles,19.44,2782,3843.45
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,10808.0,Miles,13.53,2783,3632.24
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,6173.0,Miles,18.68,2784,1502.38
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,8087.0,Miles,21.44,2785,1715.11
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,19329.0,Miles,22.04,2786,3986.58
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,7607.0,Miles,17.59,2787,1965.72
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,9804.0,Miles,17.2,2788,2590.56
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,12485.0,Miles,18.0,2789,3153.28
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,13748.0,Miles,17.42,2790,3588.79
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,6394.0,Miles,18.39,2791,1580.95
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,9603.0,Miles,19.44,2792,2245.99
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,11870.0,Miles,19.13,2793,2821.1
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,18427.0,Miles,20.6,2794,4066.89
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,16275.0,Miles,17.44,2795,4241.64
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,11239.0,Miles,18.57,2796,2750.91
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,14635.0,Miles,20.31,2797,3276.19
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,20263.0,Miles,20.96,2798,4394.48
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,17045.0,Miles,22.06,2799,3513.28
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,13635.0,Miles,16.29,2800,3806.15
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,14229.0,Miles,18.49,2801,3498.2
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,16423.0,Miles,22.45,2802,3326.28
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,10694.0,Miles,16.68,2803,2914.84
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,1994.0,Miles,17.75,2804,510.56
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,17183.0,Miles,21.27,2805,3672.49
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,9527.0,Miles,19.55,2806,2215.19
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,4565.0,Miles,19.2,2807,1081.02
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,10014.0,Miles,18.93,2808,2405.0
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,10974.0,Miles,18.89,2809,2641.63
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,8875.0,Miles,21.95,2810,1838.2
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,13250.0,Miles,20.24,2811,2975.98
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,10486.0,Miles,20.34,2812,2343.72
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,14972.0,Miles,18.82,2813,3617.47
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,13623.0,Miles,21.11,2814,2933.87
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,8325.0,Miles,21.38,2815,1770.23
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,12638.0,Miles,19.34,2816,2970.33
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,,23804.0,Miles,19.47,2817,5557.72
  Welfare Bus,Diesel,,12612.0,Miles,19.07,2818,3006.06
  Welfare Bus,Diesel,,12976.0,Miles,17.49,2819,3372.7
  Welfare Bus,Diesel,,14071.0,Miles,21.01,2820,3044.89
Volkswagon Crafter Welfare,Diesel,,23024.0,Miles,20.17,2821,5189.98
Volkswagon Crafter Welfare,Diesel,,7465.0,Miles,17.47,2822,1942.47
Volkswagon Crafter Welfare,Diesel,,17021.0,Miles,19.78,2823,3912.73
Volkswagen Crafter Welfare,Diesel,,12121.0,Miles,18.31,2824,3008.93
Volkswagen Crafter Welfare,Diesel,,7084.0,Miles,18.42,2825,1748.57
Volkswagen Crafter Welfare,Diesel,,16715.0,Miles,21.58,2826,3521.23
  Welfare Bus,Diesel,,10141.0,Miles,18.41,2827,2504.65
Volkswagen Crafter Welfare Bus,Diesel,,11337.0,Miles,18.6,2828,2770.8
Volkswagen Crafter Welfare Bus,Diesel,,19682.0,Miles,21.26,2829,4209.37
  Minibus,Diesel,,13711.0,Miles,21.25,2830,2933.61
  Welfare Bus,Diesel,,11157.0,Miles,17.49,2831,2900.16
  Minibus,Diesel,,14106.0,Miles,18.05,2832,3553.6
  Welfare Bus,Diesel,,5024.0,Miles,16.51,2833,1382.99
  Minibus,Diesel,,12469.0,Miles,19.95,2834,2840.98
  Minibus,Diesel,,14399.0,Miles,20.87,2835,3136.51
  Welfare Bus,Diesel,,15885.0,Miles,29.15,2836,2477.35
  Welfare Bus,Diesel,,10636.0,Miles,17.94,2837,2695.18
  Minibus,Diesel,,13619.0,Miles,21.57,2838,2870.86
  Minibus,Diesel,,16222.0,Miles,20.57,2839,3585.19
  Welfare Bus,Diesel,,13247.0,Miles,22.22,2840,2710.09
  Minibus,Diesel,,20739.0,Miles,22.77,2841,4141.28
  Minibus,Diesel,,17109.0,Miles,19.3,2842,4029.94
  Minibus,Diesel,,9984.0,Miles,18.07,2843,2511.58
  Welfare Bus,Diesel,,9853.0,Miles,17.94,2844,2496.94
  Welfare Bus,Diesel,,18782.0,Miles,20.74,2845,4116.8
  Minibus,Diesel,,5478.0,Miles,15.67,2846,1588.9
  Minibus,Diesel,,9539.0,Miles,19.19,2847,2259.2
  Minibus,Diesel,,11051.0,Miles,18.35,2848,2738.12
  Welfare Bus,Diesel,,11381.0,Miles,19.94,2849,2594.55
  Minibus,Diesel,,13464.0,Miles,20.84,2850,2937.26
  Welfare Bus,Diesel,,14138.0,Miles,20.19,2851,3183.58
  Welfare Bus,Diesel,,11101.0,Miles,18.29,2852,2759.85
  Welfare Bus,Diesel,,6189.0,Miles,15.47,2853,1818.24
  Welfare Bus,Diesel,,12616.0,Miles,18.81,2854,3049.73
  Welfare Bus,Diesel,,13494.0,Miles,18.57,2855,3303.41
  Welfare Bus,Diesel,,9728.0,Miles,18.3,2856,2417.13
  Welfare Bus,Diesel,,6873.0,Miles,17.23,2857,1813.69
  Welfare Bus,Diesel,,16219.0,Miles,21.25,2858,3470.12
  Welfare Bus,Diesel,,11608.0,Miles,19.33,2859,2730.1
  Welfare Bus,Diesel,,1970.0,Miles,16.54,2860,541.56
  Welfare Bus,Diesel,,12792.0,Miles,19.89,2861,2923.64
  Welfare Bus,Diesel,,9621.0,Miles,17.07,2862,2561.7
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,,8380.0,Miles,19.82,2863,1922.54
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,,11313.0,Miles,19.73,2864,2607.09
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,,13881.0,Miles,20.99,2865,3006.29
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,,8917.0,Miles,20.16,2866,2011.23
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,,18063.0,Miles,22.1,2867,3714.85
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,,1786.0,Miles,27.69,2868,293.24
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,,1968.0,Miles,34.43,2869,259.89
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,,5131.0,Miles,27.5,2870,848.11
Vauxhall Movano Bus Minibus to 17 Seats,Diesel,,27910.0,Kilometres,25.09,2871,3142.34
  Minibus,Diesel,,339.0,Miles,12.33,2872,125.01
  Minibus,Diesel,,9693.0,Miles,30.57,2873,1441.36
Peugeot Boxer Welfare,Diesel,,2520.0,Miles,25.43,2874,450.49
Fiat Ducato Welfare,Diesel,,15739.0,Miles,21.91,2875,3266.4
Fiat Ducato Welfare,Diesel,,11510.0,Miles,21.66,2876,2415.82
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,11806.0,Miles,19.08,2877,2813.66
Fiat Ducato Welfare,Diesel,,9241.0,Miles,20.04,2878,2095.9
Fiat Ducato Welfare,Diesel,,12981.0,Miles,21.51,2879,2743.94
Fiat Ducato Welfare,Diesel,,11526.0,Miles,15.55,2880,3369.5
Fiat  Ducato Welfare,Diesel,,14387.0,Miles,20.42,2881,3202.54
Fiat Ducato Welfare,Diesel,,7517.0,Miles,19.52,2882,1750.97
Fiat Ducato welfare,Diesel,,9604.0,Miles,21.11,2883,2068.48
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,10829.0,Miles,18.88,2884,2608.08
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,9953.0,Miles,17.88,2885,2530.7
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,8341.0,Miles,18.73,2886,2024.69
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,12877.0,Miles,15.75,2887,3715.88
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,11343.0,Miles,19.76,2888,2609.15
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,9609.0,Miles,15.59,2889,2801.67
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,9238.0,Miles,18.08,2890,2323.07
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,9269.0,Miles,18.77,2891,2245.28
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,9730.0,Miles,19.92,2892,2220.46
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,11325.0,Miles,19.68,2893,2615.6
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,14213.0,Miles,18.63,2894,3468.02
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,8119.0,Miles,18.28,2895,2019.35
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,19239.0,Miles,21.61,2896,4046.45
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,5809.0,Miles,19.23,2897,1373.01
Fiat ducato Welfare,Diesel,,17090.0,Miles,21.67,2898,3584.88
Fiat Ducato Welfare,Diesel,,12208.0,Miles,20.53,2899,2703.68
Fiat Ducato Welfare,Diesel,,11613.0,Miles,21.59,2900,2444.73
Fiat Ducato Welfare,Diesel,,13077.0,Miles,22.48,2901,2644.38
Fiat Ducato Welfare,Diesel,,9089.0,Miles,17.09,2902,2417.51
Fiat Ducato Welfare,Diesel,,15672.0,Miles,22.07,2903,3228.45
Mercedes  Sprinter Welfare,Diesel,,13260.0,Miles,18.15,2904,3320.56
Mercedes Sprinter Welfare,Diesel,,9816.0,Miles,16.56,2905,2694.59
Mercedes Sprinter Welfareq,Diesel,,17647.0,Miles,17.55,2906,4572.27
Mercedes Sprinter Welfare,Diesel,,19420.0,Miles,19.93,2907,4430.12
Mercedes Sprinter Welfare,Diesel,,12161.0,Miles,19.29,2908,2866.07
  Coachbuilt Bus,Diesel,,16220.0,Miles,18.96,2909,3888.45
Mercedes Sprinter Welfare,Diesel,,10769.0,Miles,15.62,2910,3133.58
Mercedes Sprinter Welfare,Diesel,,19928.0,Miles,17.49,2911,5179.67
Mercedes Sprinter Welfare,Diesel,,22006.0,Miles,20.32,2912,4922.16
Mercedes Sprinter Welfare,Diesel,,15048.0,Miles,17.69,2913,3867.83
Mercedes Sprinter Welfare,Diesel,,12205.0,Miles,16.42,2914,3378.91
Mercedes Sprinter Welfare,Diesel,,19222.0,Miles,18.21,2915,4798.33
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,,13744.0,Miles,19.96,2916,3130.52
