Details,Product,Odometer,Distance,Unit,MPG,ID,Litres
Jaguar XJL Portfolio V6 D Limousine,Diesel,66089.0,4140.0,Miles,24.1,2,
Vauxhall CORSA  CDTI Car,Diesel,6075.0,1958.0,Miles,45.1,3,
Vauxhall Mokka 4x4 Utility Vehicle,Diesel,21650.0,5060.0,Miles,43.73,4,
Peugeot 308 Car Car,Diesel,64740.0,42009.0,Miles,53.23,5,
Peugeot Expert Combi 9 seat MPV,Diesel,19023.0,8934.0,Miles,36.9,6,
Ford Kuga Zetec 4x4 Utility Vehicle,Diesel,72335.0,4113.0,Miles,38.37,7,
Peugeot Expert Welfare MPV Welfare,Diesel,81457.0,5950.0,Miles,31.28,8,
Peugeot Expert Welfare MPV Welfare,Diesel,110090.0,6279.0,Miles,33.22,9,
Ford Mondeo car Car,Diesel,51832.0,2978.0,Miles,25.94,10,
Peugeot Expert Tepee MPV,Diesel,54309.0,7070.0,Miles,35.9,11,
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,38118.0,2512.0,Miles,43.22,12,
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,46493.0,5758.0,Miles,44.8,13,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,29058.0,10480.0,Miles,18.56,14,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,39094.0,10222.0,Miles,18.06,15,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,46858.0,13380.0,Miles,19.98,16,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,32245.0,6856.0,Miles,17.91,17,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,68201.0,19145.0,Miles,19.68,18,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,30076.0,4693.0,Miles,17.95,19,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,34624.0,9078.0,Miles,18.37,20,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,43537.0,13342.0,Miles,20.25,21,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,67761.0,17113.0,Miles,20.26,22,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,47703.0,12904.0,Miles,18.46,23,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,36051.0,11040.0,Miles,18.02,24,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,42496.0,9795.0,Miles,18.42,25,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,39766.0,10408.0,Miles,20.07,26,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,35305.0,8649.0,Miles,20.3,27,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,36828.0,8408.0,Miles,18.73,28,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,31545.0,9674.0,Miles,21.28,29,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,31604.0,8799.0,Miles,20.06,30,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,49043.0,14371.0,Miles,21.65,31,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,24657.0,8300.0,Miles,19.81,32,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,47022.0,13238.0,Miles,21.7,33,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,37647.0,12024.0,Miles,20.65,34,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,42827.0,8869.0,Miles,18.13,35,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,53939.0,16147.0,Miles,19.06,36,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,33025.0,8423.0,Miles,18.61,37,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,45654.0,13027.0,Miles,20.19,38,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,43207.0,10456.0,Miles,20.41,39,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,52332.0,12049.0,Miles,18.97,40,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,34330.0,9588.0,Miles,20.53,41,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,12182.0,3257.0,Miles,19.72,42,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,27229.0,9176.0,Miles,18.98,43,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,28652.0,11281.0,Miles,20.3,44,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,41199.0,14232.0,Miles,20.7,45,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,50248.0,16819.0,Miles,20.17,46,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,31431.0,11639.0,Miles,19.22,47,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,31032.0,10788.0,Miles,22.29,48,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,34673.0,11798.0,Miles,20.56,49,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,23339.0,8698.0,Miles,18.53,50,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,34990.0,13126.0,Miles,23.61,51,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,23393.0,7886.0,Miles,21.09,52,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,47440.0,18486.0,Miles,23.19,53,
Volkswagen CR50 Welfare Treka Welfare Bus,Diesel,26072.0,10369.0,Miles,17.52,54,
Mercedes Sprinter 511 CDi Wel Welfare Bus,Diesel,123242.0,7841.0,Miles,19.22,55,
Mercedes Sprinter 511 CDi Wel Welfare Bus,Diesel,127580.0,7272.0,Miles,19.45,56,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,128590.0,4415.0,Miles,16.72,57,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,143689.0,2214.0,Miles,13.71,58,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,114327.0,5812.0,Miles,15.65,59,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,127865.0,11409.0,Miles,19.69,60,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,121514.0,10668.0,Miles,21.63,61,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,123659.0,5063.0,Miles,18.66,62,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,118882.0,5678.0,Miles,17.94,63,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,127530.0,8190.0,Miles,19.0,64,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,128812.0,10508.0,Miles,19.59,65,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,129085.0,5437.0,Miles,16.43,66,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,110440.0,4630.0,Miles,17.73,67,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,131900.0,7624.0,Miles,19.37,68,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,82761.0,4413.0,Miles,21.02,69,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,109746.0,9858.0,Miles,25.1,70,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,95016.0,4889.0,Miles,19.56,71,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,94558.0,7876.0,Miles,21.96,72,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,80802.0,5444.0,Miles,20.32,73,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,96057.0,10382.0,Miles,21.03,74,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,96784.0,4527.0,Miles,20.91,75,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,88571.0,6425.0,Miles,17.68,76,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,74080.0,8891.0,Miles,21.1,77,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,98840.0,8707.0,Miles,19.81,78,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,113909.0,8522.0,Miles,19.66,79,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,89729.0,7979.0,Miles,20.81,80,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,106326.0,11837.0,Miles,21.91,81,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,106165.0,4959.0,Miles,19.46,82,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,69114.0,10286.0,Miles,17.84,83,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,73088.0,10610.0,Miles,21.53,84,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,77596.0,8485.0,Miles,20.49,85,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,78713.0,10302.0,Miles,20.7,86,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,87495.0,11769.0,Miles,21.83,87,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,72971.0,8205.0,Miles,19.48,88,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,64600.0,5805.0,Miles,18.93,89,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,63261.0,10089.0,Miles,20.26,90,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,68819.0,10758.0,Miles,21.21,91,
Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,67996.0,12448.0,Miles,21.3,92,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,34481.0,11717.0,Miles,20.45,93,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,34933.0,13681.0,Miles,21.61,94,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,23937.0,8777.0,Miles,20.62,95,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,31129.0,10217.0,Miles,19.78,96,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,47723.0,1409.0,Miles,29.52,97,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,94272.0,6046.0,Miles,35.09,98,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,51985.0,2297.0,Miles,36.64,99,
Ford Transit 17st Minibus Minibus to 17 Seats,Diesel,14679.0,1666.0,Miles,23.02,100,
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,17785.0,2232.0,Miles,21.41,101,
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,16859.0,2881.0,Miles,34.35,102,
Ford Transit 14st minibus Minibus to 17 Seats,Diesel,16254.0,2346.0,Miles,29.61,103,
Vauxhall Movano Bus Minibus to 17 Seats,Diesel,12025.0,7352.0,Miles,38.63,104,
Fiat Ducato Welfare,Diesel,3031.0,2934.0,Miles,18.93,105,
Fiat Ducato Welfare,Diesel,2640.0,2541.0,Miles,18.44,106,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,48062.0,14403.0,Miles,16.81,107,
Fiat Ducato Welfare,Diesel,4456.0,4365.0,Miles,17.82,108,
Fiat Ducato Welfare,Diesel,2960.0,2827.0,Miles,18.43,109,
Fiat Ducato Welfare,Diesel,2879.0,2696.0,Miles,13.94,110,
Fiat  Ducato Welfare,Diesel,3512.0,3418.0,Miles,19.14,111,
Fiat Ducato Welfare,Diesel,2153.0,2055.0,Miles,18.36,112,
Fiat Ducato welfare,Diesel,3092.0,3047.0,Miles,19.1,113,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,56291.0,14406.0,Miles,19.69,114,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,52675.0,10103.0,Miles,17.32,115,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,37419.0,9427.0,Miles,18.03,116,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,62041.0,15149.0,Miles,19.95,117,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,47362.0,11471.0,Miles,18.68,118,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,56187.0,12929.0,Miles,19.4,119,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,63529.0,14745.0,Miles,23.88,120,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,70999.0,20199.0,Miles,19.82,121,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,39704.0,9900.0,Miles,19.97,122,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,45020.0,12007.0,Miles,22.31,123,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,44323.0,11907.0,Miles,20.64,124,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,45547.0,11579.0,Miles,20.65,125,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,41669.0,12537.0,Miles,19.89,126,
Fiat ducato Welfare,Diesel,3566.0,3472.0,Miles,18.94,127,
Fiat Ducato Welfare,Diesel,2380.0,2288.0,Miles,15.29,128,
Fiat Ducato Welfare,Diesel,2116.0,2003.0,Miles,16.83,129,
Fiat Ducato Welfare,Diesel,1465.0,1415.0,Miles,14.8,130,
Fiat Ducato Welfare,Diesel,1483.0,1393.0,Miles,14.76,131,
Fiat Ducato Welfare,Diesel,1527.0,1432.0,Miles,15.69,132,
Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,75258.0,15467.0,Miles,19.51,133,
Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,83682.0,12511.0,Miles,17.64,134,
Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,82053.0,12349.0,Miles,19.07,135,
Volkswagen CR50 Coachbuilt Mell Coachbuilt Bus,Diesel,72263.0,8677.0,Miles,17.47,136,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,28627.0,9928.0,Miles,21.12,137,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,29500.0,10070.0,Miles,20.15,138,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,37175.0,10169.0,Miles,18.65,139,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,25153.0,7108.0,Miles,18.12,140,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,26130.0,7237.0,Miles,16.94,141,
Mercedes Sprinter Coachbuilt Coachbuilt Bus,Diesel,38582.0,10449.0,Miles,17.32,142,
Fiat Ducato Welfare,Diesel,2052.0,1999.0,Miles,16.24,143,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,47852.0,6854.0,Miles,18.06,144,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,53752.0,8614.0,Miles,19.8,145,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,65389.0,7941.0,Miles,20.08,146,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,60301.0,8289.0,Miles,18.27,147,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,74317.0,14185.0,Miles,20.19,148,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,57606.0,8591.0,Miles,22.57,149,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,60795.0,8052.0,Miles,18.68,150,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,36960.0,6462.0,Miles,17.02,151,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,50673.0,8599.0,Miles,20.22,152,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,42754.0,6910.0,Miles,15.91,153,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,55871.0,10238.0,Miles,18.96,154,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,69454.0,11734.0,Miles,22.09,155,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,88365.0,15422.0,Miles,22.6,156,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,56114.0,8455.0,Miles,17.76,157,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,58038.0,8708.0,Miles,16.76,158,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,57744.0,8853.0,Miles,18.95,159,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,48744.0,5216.0,Miles,16.69,160,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,45149.0,6563.0,Miles,17.48,161,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,65589.0,11082.0,Miles,23.86,162,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,55784.0,10353.0,Miles,20.13,163,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,58545.0,8680.0,Miles,20.2,164,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,56260.0,11235.0,Miles,22.11,165,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,38767.0,8328.0,Miles,18.89,166,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,81396.0,12867.0,Miles,23.86,167,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,68574.0,13142.0,Miles,22.79,168,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,53675.0,10788.0,Miles,20.12,169,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,55058.0,9888.0,Miles,19.18,170,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,45298.0,8564.0,Miles,20.09,171,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,45303.0,10711.0,Miles,18.69,172,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,60622.0,10752.0,Miles,22.82,173,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,62625.0,9945.0,Miles,19.92,174,
Volkswagen CR50 Welfare Mellor Welfare Bus,Diesel,47984.0,9471.0,Miles,19.72,175,
Ford Ranger 4x4 pickup 4x4 Utility Vehicle,Diesel,40696.0,3093.0,Miles,23.99,176,
Ford Ranger 4X4 Utility Vehicle,Diesel,27491.0,2938.0,Miles,24.2,177,
Ford Ranger 4x4 CCpickup 4x4 Utility Vehicle,Diesel,4195.0,2189.0,Miles,22.6,178,
Ford Ranger 4x4 pickup 4x4 Utility Vehicle,Diesel,4521.0,2570.0,Miles,25.33,179,
Vauxhall Corsa Car Derived Van,Diesel,20618.0,5168.0,Miles,56.91,180,
Vauxhall Corsa Car Derived Van,Diesel,20320.0,5740.0,Miles,50.93,181,
Vauxhall Corsa Car Derived Van,Diesel,17471.0,4611.0,Miles,48.37,182,
Vauxhall Corsa Car Derived Van,Diesel,19275.0,5363.0,Miles,55.86,183,
Vauxhall Corsa Car Derived Van,Diesel,34258.0,7875.0,Miles,57.81,184,
Vauxhall Corsa Car Derived Van,Diesel,21986.0,5331.0,Miles,53.5,185,
Vauxhall Corsa Car Derived Van,Diesel,22728.0,5196.0,Miles,52.98,186,
Vauxhall Corsa Car Derived Van,Diesel,11881.0,2169.0,Miles,54.32,187,
Vauxhall Corsa Car Derived Van,Diesel,18206.0,4484.0,Miles,42.89,188,
Vauxhall Corsa Car Derived Van,Diesel,25526.0,7830.0,Miles,57.68,189,
Vauxhall Corsa Car Derived Van,Diesel,18015.0,4002.0,Miles,48.75,190,
Vauxhall Corsa Car Derived Van,Diesel,13175.0,3270.0,Miles,51.29,191,
Vauxhall Corsa Car Derived Van,Diesel,21520.0,5020.0,Miles,39.47,192,
Vauxhall Corsa Car Derived Van,Diesel,16904.0,2463.0,Miles,50.57,193,
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,45601.0,5770.0,Miles,46.25,194,
Vauxhall Corsa Car Derived Van,Diesel,11753.0,4136.0,Miles,49.77,195,
Vauxhall Corsa Car Derived Van,Diesel,12292.0,3052.0,Miles,53.6,196,
Vauxhall CORSA  CDTI Car,Diesel,15890.0,4340.0,Miles,51.32,197,
Vauxhall CORSA  CDTI Car,Diesel,38502.0,10917.0,Miles,57.07,198,
Vauxhall Corsa Car Derived Van,Diesel,7352.0,3047.0,Miles,42.49,199,
Vauxhall Corsa Car Derived Van,Diesel,19971.0,7487.0,Miles,53.38,200,
Vauxhall Corsa Car Derived Van,Diesel,13158.0,6187.0,Miles,56.45,201,
Vauxhall Corsa Car Derived Van,Diesel,21293.0,6669.0,Miles,51.66,202,
Ford Fiesta 1.4 TDi Van Car Derived Van,Diesel,67685.0,3836.0,Miles,55.59,203,
Vauxhall Astra Van Small,Diesel,61962.0,6485.0,Miles,32.85,204,
Ford Connect T220SWB van Van Small,Diesel,78997.0,6602.0,Miles,37.15,205,
Ford Connect T220SWB van Van Small,Diesel,74907.0,2698.0,Miles,39.96,206,
Ford Connect T220SWB van Van Small,Diesel,88645.0,2978.0,Miles,35.44,207,
Ford Connect T220SWB van Van Small,Diesel,76588.0,2027.0,Miles,33.43,208,
Ford Connect T220SWB van Van Small,Diesel,65401.0,3650.0,Miles,35.46,209,
Ford Connect T220SWB van Van Small,Diesel,78398.0,4653.0,Miles,42.09,210,
Peugeot Partner Van Small,Diesel,64465.0,9801.0,Miles,40.48,211,
Peugeot Partner Van Small,Diesel,40849.0,3990.0,Miles,36.33,212,
Peugeot Partner Van Small,Diesel,27448.0,3796.0,Miles,37.71,213,
Peugeot Partner Van Small,Diesel,47038.0,16580.0,Miles,43.46,214,
Peugeot Partner Van Small,Diesel,29429.0,3075.0,Miles,39.53,215,
Peugeot Partner Van Small,Diesel,24986.0,2609.0,Miles,36.34,216,
Peugeot Partner Van Small,Diesel,73323.0,11768.0,Miles,44.14,217,
Peugeot Partner Van Small,Diesel,21936.0,2566.0,Miles,33.78,218,
Peugeot Partner Van Small,Diesel,39583.0,6187.0,Miles,45.83,219,
Peugeot Partner Van Small,Diesel,43254.0,5614.0,Miles,37.07,220,
Peugeot Partner Van Small,Diesel,42795.0,6371.0,Miles,41.45,221,
Peugeot Partner Van Small,Diesel,26022.0,4785.0,Miles,34.22,222,
Peugeot Partner Van Small,Diesel,50098.0,7770.0,Miles,33.05,223,
Peugeot Partner Van Small,Diesel,45868.0,7312.0,Miles,37.15,224,
Peugeot Partner Van Small,Diesel,33817.0,3388.0,Miles,31.36,225,
Peugeot Partner Van Small,Diesel,38069.0,6953.0,Miles,36.92,226,
Peugeot Partner Van Small,Diesel,37482.0,5364.0,Miles,36.87,227,
Peugeot Partner Van Small,Diesel,36437.0,5590.0,Miles,37.78,228,
Peugeot Partner Van Small,Diesel,43650.0,6601.0,Miles,37.88,229,
Peugeot Partner Van Small,Diesel,39281.0,3906.0,Miles,36.28,230,
Peugeot Partner Van Small,Diesel,28735.0,4287.0,Miles,31.47,231,
Peugeot Partner Van Small,Diesel,37648.0,3671.0,Miles,38.82,232,
Peugeot Partner Van Small,Diesel,45441.0,5362.0,Miles,39.67,233,
Peugeot Partner Van Small,Diesel,32266.0,4422.0,Miles,38.08,234,
Peugeot Partner Van Small,Diesel,43905.0,7034.0,Miles,40.4,235,
Peugeot Partner Van Small,Diesel,48910.0,5780.0,Miles,40.83,236,
Peugeot Partner Van Small,Diesel,43691.0,6467.0,Miles,34.55,237,
Peugeot Partner Van Small,Diesel,58047.0,13986.0,Miles,41.68,238,
Peugeot Partner Van Small,Diesel,41448.0,5292.0,Miles,38.65,239,
Peugeot Partner Van Small,Diesel,41379.0,3829.0,Miles,35.35,240,
Peugeot Partner Van Small,Diesel,71889.0,5949.0,Miles,39.27,241,
Peugeot Partner Van Small,Diesel,29584.0,4441.0,Miles,41.29,242,
Peugeot Partner Van Small,Diesel,35771.0,4810.0,Miles,39.22,243,
Peugeot Bipper Van Small,Diesel,33491.0,3835.0,Miles,41.48,244,
Peugeot Bipper Van Small,Diesel,29777.0,3788.0,Miles,45.02,245,
Peugeot Partner Van Small,Diesel,100847.0,9039.0,Miles,45.41,246,
Volkswagen Caddy C20 TDI MAXI Van Small,Diesel,19722.0,3692.0,Miles,33.27,247,
Volkswagen Caddy C20 TDI Maxi Van Small,Diesel,19309.0,2862.0,Miles,33.95,248,
Volkswagen Caddy C20 TDI Maxi Van Small,Diesel,29493.0,2697.0,Miles,31.97,249,
Peugeot Partner Van Small,Diesel,37606.0,4357.0,Miles,46.67,250,
Peugeot Bipper Van Small,Diesel,48697.0,7827.0,Miles,43.0,251,
Peugeot Partner Van Small,Diesel,26814.0,4523.0,Miles,36.52,252,
Peugeot Partner Van Small,Diesel,21224.0,2098.0,Miles,36.72,253,
Peugeot Partner Van Small,Diesel,31073.0,5561.0,Miles,38.28,254,
Peugeot Partner Van Small,Diesel,28919.0,4327.0,Miles,36.21,255,
Peugeot Partner Van Small,Diesel,28549.0,4243.0,Miles,44.67,256,
Peugeot Partner Van Small,Diesel,27987.0,3795.0,Miles,41.14,257,
Peugeot Partner Van Small,Diesel,40013.0,5367.0,Miles,39.5,258,
Peugeot Partner Van Small,Diesel,40530.0,5935.0,Miles,42.64,259,
Peugeot Partner Van Small,Diesel,26634.0,4420.0,Miles,40.05,260,
Peugeot Partner Van Small,Diesel,40147.0,10453.0,Miles,38.31,261,
Peugeot Partner Van Small,Diesel,28250.0,3381.0,Miles,39.0,262,
Peugeot Partner Van Small,Diesel,29805.0,4550.0,Miles,39.62,263,
Peugeot Partner Van Small,Diesel,18987.0,6236.0,Miles,42.55,264,
Peugeot Partner Van Small,Diesel,32490.0,4855.0,Miles,40.53,265,
Peugeot Partner Van Small,Diesel,32004.0,6841.0,Miles,40.96,266,
Peugeot Partner Van Small,Diesel,30164.0,5639.0,Miles,40.91,267,
Peugeot Partner Van Small,Diesel,39192.0,8355.0,Miles,36.5,268,
Peugeot Partner Van Small,Diesel,23389.0,5933.0,Miles,34.7,269,
Peugeot Partner Van Small,Diesel,30517.0,11055.0,Miles,42.47,270,
Peugeot Partner Van Small,Diesel,29895.0,3221.0,Miles,40.22,271,
Ford Transit Courier Van Small,Diesel,46467.0,8621.0,Miles,46.13,272,
Ford Transit Courier Van Small,Diesel,54890.0,13311.0,Miles,46.37,273,
Ford Transit Courier Van Small,Diesel,46767.0,10963.0,Miles,46.45,274,
Ford Transit Courier Van Small,Diesel,31114.0,4147.0,Miles,42.74,275,
Ford Transit Courier Van Small,Diesel,40253.0,7604.0,Miles,45.42,276,
Ford Transit Courier Van Small,Diesel,40993.0,6459.0,Miles,44.45,277,
Ford Transit Courier Van Small,Diesel,54651.0,14030.0,Miles,46.07,278,
Ford Transit Courier Van Small,Diesel,42314.0,10035.0,Miles,45.51,279,
Peugeot Bipper Van Small,Diesel,22715.0,8720.0,Miles,42.96,280,
Vauxhall COMBO Van Small,Diesel,16192.0,3324.0,Miles,35.58,281,
Ford Connect T200SWB van Van Small,Diesel,24505.0,4924.0,Miles,37.64,288,
Ford Connect T200SWB van Van Small,Diesel,51900.0,5097.0,Miles,32.41,289,
Ford Connect T200SWB van Van Small,Diesel,47957.0,1088.0,Miles,23.22,290,
Ford Connect T200SWB van Van Small,Diesel,21402.0,3579.0,Miles,34.3,291,
Ford Connect T200SWB van Van Small,Diesel,29304.0,2177.0,Miles,28.35,292,
Ford Connect T220SWB van Van Small,Diesel,56510.0,8039.0,Miles,37.09,293,
Ford Connect T220SWB van Van Small,Diesel,29754.0,3351.0,Miles,29.86,294,
Ford Connect T220SWB van Van Small,Diesel,57120.0,8686.0,Miles,39.81,295,
Ford Connect T220SWB van Van Small,Diesel,26856.0,4194.0,Miles,32.56,296,
Ford Connect T230LWB van Van Small,Diesel,39879.0,5921.0,Miles,35.61,297,
Ford Connect T230LWB van Van Small,Diesel,41517.0,6345.0,Miles,33.4,298,
Ford Connect T230LWB van Van Small,Diesel,45331.0,5793.0,Miles,35.03,299,
Ford Connect T230LWB van Van Small,Diesel,39705.0,4805.0,Miles,35.44,300,
Ford Connect T230LWB van Van Small,Diesel,44931.0,11713.0,Miles,39.19,301,
Ford Connect T230LWB van Van Small,Diesel,35316.0,4104.0,Miles,32.56,302,
Ford Connect T230LWB van Van Small,Diesel,44951.0,5333.0,Miles,34.54,303,
Ford Connect T230LWB van Van Small,Diesel,39073.0,4101.0,Miles,34.33,304,
